,datetime,cash,stock_value,total,returns,equity_curve,drawdown
35,2000-02-23,99677.9227,376.53249999999997,100054.4552,7.891425744266378e-05,1.0005445519999996,0.0006963860000002153
36,2000-02-24,99301.3902,746.2832,100047.6734,-6.778108967198104e-05,1.0004767339999996,0.0007642040000002126
37,2000-02-25,100047.6734,0.0,100047.6734,0.0,1.0004767339999996,0.0007642040000002126
38,2000-02-28,100047.6734,0.0,100047.6734,0.0,1.0004767339999996,0.0007642040000002126
39,2000-02-29,99680.8579,371.2691,100052.12700000001,4.451477829170436e-05,1.0005212699999997,0.0007196680000001177
40,2000-03-01,99309.5888,844.1614,100153.7502,0.001015702544734376,1.0015375019999995,0.0
41,2000-03-02,98887.50809999999,1185.4698,100072.9779,-0.0008064830307272786,1.0007297789999994,0.0008077230000000934
42,2000-03-03,100072.9779,0.0,100072.9779,0.0,1.0007297789999994,0.0008077230000000934
43,2000-03-06,99658.3873,407.10040000000004,100065.4877,-7.484737795537821e-05,1.0006548769999994,0.0008826250000000258
44,2000-03-07,100065.4877,0.0,100065.4877,0.0,1.0006548769999994,0.0008826250000000258
45,2000-03-08,100065.4877,0.0,100065.4877,0.0,1.0006548769999994,0.0008826250000000258
46,2000-03-09,100065.4877,0.0,100065.4877,0.0,1.0006548769999994,0.0008826250000000258
47,2000-03-10,99669.5213,407.3028,100076.8241,0.00011328980910962905,1.0007682409999994,0.0007692610000000766
48,2000-03-13,99262.21849999999,785.8596,100048.07809999998,-0.0002872393309693022,1.0004807809999992,0.0010567210000003158
49,2000-03-14,100048.07809999998,0.0,100048.07809999998,0.0,1.0004807809999992,0.0010567210000003158
50,2000-03-15,100048.07809999998,0.0,100048.07809999998,0.0,1.0004807809999992,0.0010567210000003158
51,2000-03-16,99671.54559999998,393.7396,100065.28519999998,0.0001719883112876186,1.000652851999999,0.0008846500000003754
52,2000-03-17,99277.80599999998,809.7472,100087.55319999998,0.00022253471776445544,1.0008755319999991,0.0006619700000003448
53,2000-03-20,98872.93239999998,1195.1868,100068.11919999997,-0.0001941699979534084,1.0006811919999992,0.0008563100000003043
54,2000-03-21,100068.11919999997,0.0,100068.11919999997,0.0,1.0006811919999992,0.0008563100000003043
55,2000-03-22,99631.05819999997,467.0217,100098.07989999997,0.0002994030490381938,1.000980798999999,0.0005567030000004358
56,2000-03-23,99164.03649999997,915.4192,100079.45569999998,-0.00018605951301564616,1.000794556999999,0.0007429450000004945
57,2000-03-24,100079.45569999998,0.0,100079.45569999998,0.0,1.000794556999999,0.0007429450000004945
58,2000-03-27,100079.45569999998,0.0,100079.45569999998,0.0,1.000794556999999,0.0007429450000004945
59,2000-03-28,99627.41429999997,450.62430000000006,100078.03859999997,-1.4159749272102395e-05,1.000780385999999,0.0007571160000003907
60,2000-03-29,100078.03859999997,0.0,100078.03859999997,0.0,1.000780385999999,0.0007571160000003907
61,2000-03-30,100078.03859999997,0.0,100078.03859999997,0.0,1.000780385999999,0.0007571160000003907
62,2000-03-31,100078.03859999997,0.0,100078.03859999997,0.0,1.000780385999999,0.0007571160000003907
63,2000-04-03,99638.14349999998,431.7977,100069.94119999997,-8.091085829897704e-05,1.000699411999999,0.0008380900000004576
64,2000-04-04,100069.94119999997,0.0,100069.94119999997,0.0,1.000699411999999,0.0008380900000004576
65,2000-04-05,100069.94119999997,0.0,100069.94119999997,0.0,1.000699411999999,0.0008380900000004576
66,2000-04-06,99647.65799999997,405.48089999999996,100053.13889999996,-0.00016790556483314845,1.000531388999999,0.0010061130000005303
67,2000-04-07,100053.13889999996,0.0,100053.13889999996,0.0,1.000531388999999,0.0010061130000005303
68,2000-04-10,99626.40209999996,404.8736,100031.27569999997,-0.00021851588306331937,1.000312756999999,0.0012247450000004712
69,2000-04-11,100031.27569999997,0.0,100031.27569999997,0.0,1.000312756999999,0.0012247450000004712
70,2000-04-12,100031.27569999997,0.0,100031.27569999997,0.0,1.000312756999999,0.0012247450000004712
71,2000-04-13,100031.27569999997,0.0,100031.27569999997,0.0,1.000312756999999,0.0012247450000004712
72,2000-04-14,99662.63829999996,362.3619,100025.00019999997,-6.273537907108828e-05,1.000250001999999,0.001287500000000552
73,2000-04-17,100025.00019999997,0.0,100025.00019999997,0.0,1.000250001999999,0.001287500000000552
74,2000-04-18,99623.77049999997,410.9467,100034.71719999997,9.714571337737787e-05,1.000347171999999,0.0011903300000004613
75,2000-04-19,99212.82379999997,784.645,99997.46879999997,-0.00037235472886398835,0.9999746879999991,0.0015628140000003565
76,2000-04-20,99997.46879999997,0.0,99997.46879999997,0.0,0.9999746879999991,0.0015628140000003565
77,2000-04-24,99997.46879999997,0.0,99997.46879999997,0.0,0.9999746879999991,0.0015628140000003565
78,2000-04-25,99607.17069999997,415.60269999999997,100022.77339999998,0.0002530524052624106,1.000227733999999,0.0013097680000004885
79,2000-04-26,99191.56799999997,785.8596,99977.42759999997,-0.0004533547557081796,0.9997742759999989,0.0017632260000005617
80,2000-04-27,99977.42759999997,0.0,99977.42759999997,0.0,0.9997742759999989,0.0017632260000005617
81,2000-04-28,99566.88579999996,401.8371,99968.72289999996,-8.706665303326311e-05,0.9996872289999988,0.001850273000000624
82,2000-05-01,99968.72289999996,0.0,99968.72289999996,0.0,0.9996872289999988,0.001850273000000624
83,2000-05-02,99566.07609999996,381.7958,99947.87189999997,-0.00020857523628514674,0.999478718999999,0.002058783000000508
84,2000-05-03,99947.87189999997,0.0,99947.87189999997,0.0,0.999478718999999,0.002058783000000508
85,2000-05-04,99947.87189999997,0.0,99947.87189999997,0.0,0.999478718999999,0.002058783000000508
86,2000-05-05,99947.87189999997,0.0,99947.87189999997,0.0,0.999478718999999,0.002058783000000508
87,2000-05-08,99581.46129999997,356.6936,99938.15489999996,-9.722067929296418e-05,0.9993815489999989,0.002155953000000599
88,2000-05-09,99938.15489999996,0.0,99938.15489999996,0.0,0.9993815489999989,0.002155953000000599
89,2000-05-10,99938.15489999996,0.0,99938.15489999996,0.0,0.9993815489999989,0.002155953000000599
90,2000-05-11,99938.15489999996,0.0,99938.15489999996,0.0,0.9993815489999989,0.002155953000000599
91,2000-05-12,99605.14639999997,348.59619999999995,99953.74259999997,0.00015597346194362594,0.999537425999999,0.002000076000000517
92,2000-05-15,99256.55019999997,654.2758,99910.82599999997,-0.00042936461290643546,0.999108259999999,0.0024292420000004977
93,2000-05-16,99910.82599999997,0.0,99910.82599999997,0.0,0.999108259999999,0.0024292420000004977
94,2000-05-17,99568.50539999997,328.3525,99896.85789999996,-0.00013980567030857927,0.9989685789999988,0.002568923000000667
95,2000-05-18,99896.85789999996,0.0,99896.85789999996,0.0,0.9989685789999988,0.002568923000000667
96,2000-05-19,99896.85789999996,0.0,99896.85789999996,0.0,0.9989685789999988,0.002568923000000667
97,2000-05-22,99896.85789999996,0.0,99896.85789999996,0.0,0.9989685789999988,0.002568923000000667
98,2000-05-23,99896.85789999996,0.0,99896.85789999996,0.0,0.9989685789999988,0.002568923000000667
99,2000-05-24,99896.85789999996,0.0,99896.85789999996,0.0,0.9989685789999988,0.002568923000000667
100,2000-05-25,99612.83909999995,282.65229999999997,99895.49139999996,-1.3679108920250371e-05,0.9989549139999988,0.002582588000000663
101,2000-05-26,99895.49139999996,0.0,99895.49139999996,0.0,0.9989549139999988,0.002582588000000663
102,2000-05-30,99895.49139999996,0.0,99895.49139999996,0.0,0.9989549139999988,0.002582588000000663
103,2000-05-31,99611.87749999996,272.0751,99883.95259999996,-0.00011550871654253392,0.9988395259999988,0.002697976000000657
104,2000-06-01,99883.95259999996,0.0,99883.95259999996,0.0,0.9988395259999988,0.002697976000000657
105,2000-06-02,99595.27769999996,299.8089,99895.08659999997,0.00011146935729100527,0.9989508659999989,0.0025866360000005306
106,2000-06-05,99295.46879999996,591.5204,99886.98919999995,-8.105904179689372e-05,0.9988698919999988,0.0026676100000007086
107,2000-06-06,99886.98919999995,0.0,99886.98919999995,0.0,0.9988698919999988,0.0026676100000007086
108,2000-06-07,99586.16809999995,312.76480000000004,99898.93289999996,0.00011957212942004247,0.9989893289999988,0.002548173000000653
109,2000-06-08,99273.40329999995,614.1931999999999,99887.59649999994,-0.0001134786896208606,0.9988759649999986,0.0026615370000008243
110,2000-06-09,99887.59649999994,0.0,99887.59649999994,0.0,0.9988759649999986,0.0026615370000008243
111,2000-06-12,99577.46329999994,295.3553,99872.81859999994,-0.00014794529569039927,0.9987281859999987,0.0028093160000007833
112,2000-06-13,99872.81859999994,0.0,99872.81859999994,0.0,0.9987281859999987,0.0028093160000007833
113,2000-06-14,99566.73419999993,292.92600000000004,99859.66019999994,-0.00013175156348299577,0.9985966019999987,0.002940900000000801
114,2000-06-15,99859.66019999994,0.0,99859.66019999994,0.0,0.9985966019999987,0.002940900000000801
115,2000-06-16,99560.45859999994,295.3553,99855.81389999994,-3.851705475765854e-05,0.9985581389999986,0.002979363000000901
116,2000-06-19,99855.81389999994,0.0,99855.81389999994,0.0,0.9985581389999986,0.002979363000000901
117,2000-06-20,99542.84659999993,327.9476,99870.79419999993,0.0001500193069878808,0.9987079419999985,0.002829560000001008
118,2000-06-21,99214.89899999993,720.6750000000001,99935.57399999994,0.0006486360754303089,0.9993557399999984,0.0021817620000010862
119,2000-06-22,98854.56149999994,1044.5739,99899.13539999994,-0.0003646209106678011,0.9989913539999985,0.0025461480000009695
120,2000-06-23,99899.13539999994,0.0,99899.13539999994,0.0,0.9989913539999985,0.0025461480000009695
121,2000-06-26,99899.13539999994,0.0,99899.13539999994,0.0,0.9989913539999985,0.0025461480000009695
122,2000-06-27,99548.51489999994,335.2353,99883.75019999994,-0.00015400733888637497,0.9988375019999984,0.002700000000001035
123,2000-06-28,99883.75019999994,0.0,99883.75019999994,0.0,0.9988375019999984,0.002700000000001035
124,2000-06-29,99531.10529999994,331.9964,99863.10169999994,-0.00020672531776844139,0.9986310169999985,0.0029064850000010134
125,2000-06-30,99863.10169999994,0.0,99863.10169999994,0.0,0.9986310169999985,0.0029064850000010134
126,2000-07-03,99523.81759999994,345.35720000000003,99869.17479999994,6.081425367931992e-05,0.9986917479999984,0.0028457540000010884
127,2000-07-05,99178.46039999994,668.8512000000001,99847.31159999994,-0.00021891840043508637,0.9984731159999986,0.003064386000000918
128,2000-07-06,99847.31159999994,0.0,99847.31159999994,0.0,0.9984731159999986,0.003064386000000918
129,2000-07-07,99511.67139999995,352.6449,99864.31629999995,0.0001703070390930428,0.9986431629999986,0.0028943390000009117
130,2000-07-10,99159.02649999995,740.109,99899.13549999995,0.00034866508168351906,0.9989913549999987,0.0025461470000007758
131,2000-07-11,98788.97199999995,1106.5194,99895.49139999996,-3.647779314353006e-05,0.9989549139999988,0.002582588000000663
132,2000-07-12,99895.49139999996,0.0,99895.49139999996,0.0,0.9989549139999988,0.002582588000000663
133,2000-07-13,99514.10049999996,366.0057,99880.10619999995,-0.00015401295678496574,0.9988010619999987,0.0027364400000007283
134,2000-07-14,99880.10619999995,0.0,99880.10619999995,0.0,0.9988010619999987,0.0027364400000007283
135,2000-07-17,99506.40789999995,377.7471,99884.15499999994,4.053660087111055e-05,0.9988415499999986,0.002695952000000834
136,2000-07-18,99128.66079999995,741.7284000000001,99870.38919999996,-0.00013781765486209352,0.9987038919999989,0.002833610000000597
137,2000-07-19,99870.38919999996,0.0,99870.38919999996,0.0,0.9987038919999989,0.002833610000000597
138,2000-07-20,99870.38919999996,0.0,99870.38919999996,0.0,0.9987038919999989,0.002833610000000597
139,2000-07-21,99513.29069999997,346.9767,99860.26739999997,-0.00010134935971584103,0.9986026739999989,0.0029348280000005555
140,2000-07-24,99860.26739999997,0.0,99860.26739999997,0.0,0.9986026739999989,0.0029348280000005555
141,2000-07-25,99860.26739999997,0.0,99860.26739999997,0.0,0.9986026739999989,0.0029348280000005555
142,2000-07-26,99535.96359999997,324.3038,99860.26739999997,0.0,0.9986026739999989,0.0029348280000005555
143,2000-07-27,99535.96359999997,336.85480000000007,99872.81839999997,0.00012568562379011716,0.9987281839999991,0.0028093180000003937
144,2000-07-28,99199.10879999997,625.9345999999999,99825.04339999997,-0.00047835838384635565,0.998250433999999,0.003287068000000448
145,2000-07-31,99825.04339999997,0.0,99825.04339999997,0.0,0.998250433999999,0.003287068000000448
146,2000-08-01,99495.88119999996,319.44530000000003,99815.32649999997,-9.733930153243975e-05,0.998153264999999,0.0033842370000004562
147,2000-08-02,99815.32649999997,0.0,99815.32649999997,0.0,0.998153264999999,0.0033842370000004562
148,2000-08-03,99815.32649999997,0.0,99815.32649999997,0.0,0.998153264999999,0.0033842370000004562
149,2000-08-04,99504.38359999997,306.89419999999996,99811.27779999997,-4.056190709345042e-05,0.9981127779999991,0.0034247240000003787
150,2000-08-07,99811.27779999997,0.0,99811.27779999997,0.0,0.9981127779999991,0.0034247240000003787
151,2000-08-08,99500.73979999997,302.8454,99803.58519999997,-7.707145093771572e-05,0.9980358519999991,0.003501650000000356
152,2000-08-09,99803.58519999997,0.0,99803.58519999997,0.0,0.9980358519999991,0.003501650000000356
153,2000-08-10,99495.88129999998,308.10880000000003,99803.99009999998,4.056968486709778e-06,0.9980399009999993,0.0034976010000001834
154,2000-08-11,99187.77249999998,617.8372,99805.60969999997,1.6227808110391706e-05,0.9980560969999992,0.0034814050000002705
155,2000-08-14,98878.85389999997,914.6093999999999,99793.46329999997,-0.00012170057411109436,0.9979346329999992,0.003602869000000286
156,2000-08-15,99793.46329999997,0.0,99793.46329999997,0.0,0.9979346329999992,0.003602869000000286
157,2000-08-16,99793.46329999997,0.0,99793.46329999997,0.0,0.9979346329999992,0.003602869000000286
158,2000-08-17,99479.28139999998,333.211,99812.49239999997,0.00019068483416395665,0.9981249239999993,0.003412578000000166
159,2000-08-18,99146.07039999998,647.7978,99793.86819999998,-0.00018659187394454158,0.9979386819999994,0.0035988200000001136
160,2000-08-21,99793.86819999998,0.0,99793.86819999998,0.0,0.9979386819999994,0.0035988200000001136
161,2000-08-22,99466.73029999998,334.83050000000003,99801.56079999998,7.708489648461381e-05,0.9980156079999993,0.0035218940000001364
162,2000-08-23,99131.89979999998,703.6704,99835.57019999999,0.00034077022170198035,0.9983557019999996,0.0031817999999999014
163,2000-08-24,98780.06459999998,1090.4244000000003,99870.48899999999,0.0003497631147901803,0.9987048899999996,0.0028326119999998456
164,2000-08-25,98416.58979999999,1472.1204,99888.71019999999,0.00018244829060565237,0.9988871019999996,0.0026503999999998307
165,2000-08-28,98048.55969999998,1880.638,99929.19769999999,0.0004053260865910513,0.9992919769999996,0.0022455249999998594
166,2000-08-29,97672.43209999998,2300.4918000000002,99972.92389999998,0.000437571810906201,0.9997292389999995,0.0018082629999999211
167,2000-08-30,97289.01679999998,2698.0779,99987.09469999999,0.00014174637939157186,0.9998709469999997,0.001666554999999792
168,2000-08-31,96903.57709999998,3158.0144,100061.59149999998,0.0007450641527639856,1.0006159149999996,0.0009215869999998905
169,2000-09-01,96508.82529999998,3698.5203000000006,100207.34559999999,0.0014566438312146879,1.0020734559999995,0.0
170,2000-09-05,96097.87859999998,4044.6870000000013,100142.56559999999,-0.0006464595944750684,1.0014256559999994,0.0006478000000000872
171,2000-09-06,100142.56559999999,0.0,100142.56559999999,0.0,1.0014256559999994,0.0006478000000000872
172,2000-09-07,100142.56559999999,0.0,100142.56559999999,0.0,1.0014256559999994,0.0006478000000000872
173,2000-09-08,99740.93099999998,381.39090000000004,100122.32189999998,-0.00020214880534286106,1.0012232189999994,0.000850237000000087
174,2000-09-11,100122.32189999998,0.0,100122.32189999998,0.0,1.0012232189999994,0.000850237000000087
175,2000-09-12,100122.32189999998,0.0,100122.32189999998,0.0,1.0012232189999994,0.000850237000000087
176,2000-09-13,100122.32189999998,0.0,100122.32189999998,0.0,1.0012232189999994,0.000850237000000087
177,2000-09-14,99746.59919999998,368.3333,100114.93249999998,-7.380372188514617e-05,1.0011493249999994,0.0009241310000001057
178,2000-09-15,100114.93249999998,0.0,100114.93249999998,0.0,1.0011493249999994,0.0009241310000001057
179,2000-09-18,100114.93249999998,0.0,100114.93249999998,0.0,1.0011493249999994,0.0009241310000001057
180,2000-09-19,99722.00299999998,388.2738,100110.27679999998,-4.650355230473302e-05,1.0011027679999995,0.0009706879999999973
181,2000-09-20,100110.27679999998,0.0,100110.27679999998,0.0,1.0011027679999995,0.0009706879999999973
182,2000-09-21,99714.81699999998,367.2203,100082.03729999998,-0.00028208392687212314,1.0008203729999996,0.0012530829999999327
183,2000-09-22,100082.03729999998,0.0,100082.03729999998,0.0,1.0008203729999996,0.0012530829999999327
184,2000-09-25,100082.03729999998,0.0,100082.03729999998,0.0,1.0008203729999996,0.0012530829999999327
185,2000-09-26,99735.46549999998,333.211,100068.67649999997,-0.00013349848145038923,1.0006867649999995,0.0013866909999999955
186,2000-09-27,100068.67649999997,0.0,100068.67649999997,0.0,1.0006867649999995,0.0013866909999999955
187,2000-09-28,100068.67649999997,0.0,100068.67649999997,0.0,1.0006867649999995,0.0013866909999999955
188,2000-09-29,99722.10469999997,166.80790000000002,99888.91259999997,-0.0017964052917198714,0.9988891259999995,0.0031843300000000685
189,2000-10-02,99888.91259999997,0.0,99888.91259999997,0.0,0.9988891259999995,0.0031843300000000685
190,2000-10-03,99888.91259999997,0.0,99888.91259999997,0.0,0.9988891259999995,0.0031843300000000685
191,2000-10-04,99888.91259999997,0.0,99888.91259999997,0.0,0.9988891259999995,0.0031843300000000685
192,2000-10-05,99735.87039999997,142.9204,99878.79079999997,-0.00010133056549055386,0.9987879079999995,0.003285548000000027
193,2000-10-06,99878.79079999997,0.0,99878.79079999997,0.0,0.9987879079999995,0.003285548000000027
194,2000-10-09,99735.06069999997,140.896,99875.95669999997,-2.837539358768737e-05,0.9987595669999993,0.003313889000000181
195,2000-10-10,99875.95669999997,0.0,99875.95669999997,0.0,0.9987595669999993,0.003313889000000181
196,2000-10-11,99875.95669999997,0.0,99875.95669999997,0.0,0.9987595669999993,0.003313889000000181
197,2000-10-12,99875.95669999997,0.0,99875.95669999997,0.0,0.9987595669999993,0.003313889000000181
198,2000-10-13,99746.39709999997,142.9204,99889.31749999998,0.0001337739376068292,0.9988931749999994,0.003180281000000118
199,2000-10-16,99603.47669999997,278.553,99882.02969999997,-7.295875257140594e-05,0.9988202969999993,0.0032531590000002275
200,2000-10-17,99882.02969999997,0.0,99882.02969999997,0.0,0.9988202969999993,0.0032531590000002275
201,2000-10-18,99882.02969999997,0.0,99882.02969999997,0.0,0.9988202969999993,0.0032531590000002275
202,2000-10-19,99882.02969999997,0.0,99882.02969999997,0.0,0.9988202969999993,0.0032531590000002275
203,2000-10-20,99882.02969999997,0.0,99882.02969999997,0.0,0.9988202969999993,0.0032531590000002275
204,2000-10-23,99755.70909999996,131.9888,99887.69789999997,5.674894690299581e-05,0.9988769789999994,0.003196477000000142
205,2000-10-24,99623.72029999996,244.5436,99868.26389999996,-0.0001945584932737665,0.9986826389999993,0.0033908170000002125
206,2000-10-25,99868.26389999996,0.0,99868.26389999996,0.0,0.9986826389999993,0.0033908170000002125
207,2000-10-26,99868.26389999996,0.0,99868.26389999996,0.0,0.9986826389999993,0.0033908170000002125
208,2000-10-27,99868.26389999996,0.0,99868.26389999996,0.0,0.9986826389999993,0.0033908170000002125
209,2000-10-30,99748.01639999996,125.10589999999999,99873.12229999996,4.8648087092706405e-05,0.9987312229999994,0.003342233000000139
210,2000-10-31,99622.91049999997,253.45080000000002,99876.36129999998,3.243114789475143e-05,0.9987636129999996,0.0033098429999999235
211,2000-11-01,99496.18509999997,398.39549999999997,99894.58059999997,0.00018241853991129986,0.9989458059999996,0.0031276499999999263
212,2000-11-02,99363.38659999997,578.1596000000001,99941.54619999997,0.00047015163102837043,0.9994154619999994,0.002657994000000108
213,2000-11-03,99218.84669999997,720.675,99939.52169999997,-2.0256840893240202e-05,0.9993952169999994,0.002678239000000082
214,2000-11-06,99939.52169999997,0.0,99939.52169999997,0.0,0.9993952169999994,0.002678239000000082
215,2000-11-07,99939.52169999997,0.0,99939.52169999997,0.0,0.9993952169999994,0.002678239000000082
216,2000-11-08,99939.52169999997,0.0,99939.52169999997,0.0,0.9993952169999994,0.002678239000000082
217,2000-11-09,99939.52169999997,0.0,99939.52169999997,0.0,0.9993952169999994,0.002678239000000082
218,2000-11-10,99808.74749999997,123.4865,99932.23399999997,-7.292110144252462e-05,0.9993223399999994,0.002751116000000109
219,2000-11-13,99932.23399999997,0.0,99932.23399999997,0.0,0.9993223399999994,0.002751116000000109
220,2000-11-14,99806.72319999996,131.179,99937.90219999997,5.67204371715313e-05,0.9993790219999995,0.0026944340000000233
221,2000-11-15,99675.54419999996,257.4996,99933.04379999996,-4.8614188341566944e-05,0.9993304379999994,0.002743018000000097
222,2000-11-16,99933.04379999996,0.0,99933.04379999996,0.0,0.9993304379999994,0.002743018000000097
223,2000-11-17,99933.04379999996,0.0,99933.04379999996,0.0,0.9993304379999994,0.002743018000000097
224,2000-11-20,99933.04379999996,0.0,99933.04379999996,0.0,0.9993304379999994,0.002743018000000097
225,2000-11-21,99810.36709999996,121.86699999999999,99932.23409999996,-8.10242507587322e-06,0.9993223409999995,0.002751115000000026
226,2000-11-22,99932.23409999996,0.0,99932.23409999996,0.0,0.9993223409999995,0.002751115000000026
227,2000-11-24,99932.23409999996,0.0,99932.23409999996,0.0,0.9993223409999995,0.002751115000000026
228,2000-11-27,99807.12819999996,121.0572,99928.18539999996,-4.051445498509665e-05,0.9992818539999995,0.0027916020000000596
229,2000-11-28,99928.18539999996,0.0,99928.18539999996,0.0,0.9992818539999995,0.0027916020000000596
230,2000-11-29,99928.18539999996,0.0,99928.18539999996,0.0,0.9992818539999995,0.0027916020000000596
231,2000-11-30,99928.18539999996,0.0,99928.18539999996,0.0,0.9992818539999995,0.0027916020000000596
232,2000-12-01,99928.18539999996,0.0,99928.18539999996,0.0,0.9992818539999995,0.0027916020000000596
233,2000-12-04,99817.65489999996,108.1012,99925.75609999997,-2.4310458458409734e-05,0.9992575609999995,0.0028158950000000127
234,2000-12-05,99925.75609999997,0.0,99925.75609999997,0.0,0.9992575609999995,0.0028158950000000127
235,2000-12-06,99815.63049999997,92.7161,99908.34659999998,-0.00017422435095282296,0.9990834659999996,0.002989989999999887
236,2000-12-07,99908.34659999998,0.0,99908.34659999998,0.0,0.9990834659999996,0.002989989999999887
237,2000-12-08,99908.34659999998,0.0,99908.34659999998,0.0,0.9990834659999996,0.002989989999999887
238,2000-12-11,99810.77209999997,98.3843,99909.15639999998,8.105428901172829e-06,0.9990915639999997,0.002981891999999875
239,2000-12-12,99712.38779999997,199.1978,99911.58559999996,2.4314087792465244e-05,0.9991158559999994,0.0029576000000001157
240,2000-12-13,99612.78889999997,291.5091,99904.29799999997,-7.294048989647806e-05,0.9990429799999995,0.0030304760000000597
241,2000-12-14,99904.29799999997,0.0,99904.29799999997,0.0,0.9990429799999995,0.0030304760000000597
242,2000-12-15,99904.29799999997,0.0,99904.29799999997,0.0,0.9990429799999995,0.0030304760000000597
243,2000-12-18,99904.29799999997,0.0,99904.29799999997,0.0,0.9990429799999995,0.0030304760000000597
244,2000-12-19,99811.98679999997,90.6917,99902.67849999997,-1.621051378586369e-05,0.9990267849999995,0.003046671000000001
245,2000-12-20,99902.67849999997,0.0,99902.67849999997,0.0,0.9990267849999995,0.003046671000000001
246,2000-12-21,99809.55759999997,91.09660000000001,99900.65419999998,-2.0262719982899746e-05,0.9990065419999996,0.0030669139999999206
247,2000-12-22,99900.65419999998,0.0,99900.65419999998,0.0,0.9990065419999996,0.0030669139999999206
248,2000-12-26,99803.48449999998,95.1453,99898.62979999998,-2.0264131563529908e-05,0.9989862979999997,0.0030871579999998122
249,2000-12-27,99898.62979999998,0.0,99898.62979999998,0.0,0.9989862979999997,0.0030871579999998122
250,2000-12-28,99802.67479999998,95.955,99898.62979999998,0.0,0.9989862979999997,0.0030871579999998122
251,2000-12-29,99802.67479999998,96.3599,99899.03469999997,4.053108644264114e-06,0.9989903469999997,0.0030831089999998618
252,2001-01-02,99706.31489999998,192.7198,99899.03469999999,2.220446049250313e-16,0.9989903469999999,0.0030831089999996397
